Sequence Length,Hidden Size,Loss Vector,Accuracy
12,7,"[0.7927526831626892, 0.7581270337104797, 0.749626874923706, 0.7330367565155029, 0.725262463092804, 0.7207801938056946, 0.71305251121521, 0.7111365795135498, 0.7088325023651123, 0.7097243666648865]",0.51
12,8,"[0.784811794757843, 0.7441719770431519, 0.7255567312240601, 0.7218372821807861, 0.7195714712142944, 0.7110351324081421, 0.7148153185844421, 0.7062807679176331, 0.7464640736579895, 0.9784848690032959]",0.855
12,9,"[0.589371919631958, 0.6152904629707336, 0.5875378847122192, 0.651082456111908, 0.6825871467590332, 0.6878774166107178, 0.6911302804946899, 0.6910613775253296, 0.6917275786399841, 0.692510724067688]",0.785
12,10,"[0.5981640219688416, 0.6358534693717957, 0.6501886248588562, 0.6477679014205933, 0.6352161169052124, 0.5795590877532959, 0.39422157406806946, 0.33471763134002686, 0.32356196641921997, 0.31935974955558777]",0.72
12,11,"[0.7855157256126404, 0.7729929089546204, 0.7224664688110352, 1.2719837427139282, 1.2687796354293823, 1.265686273574829, 1.2829194068908691, 0.7905710935592651, 0.8501343131065369, 1.1278064250946045]",0.81
12,12,"[0.7472251057624817, 0.7110689878463745, 0.704452633857727, 0.7029493451118469, 0.696027934551239, 0.6956405639648438, 0.6949009299278259, 0.6942659020423889, 0.6942891478538513, 0.6937280297279358]",0.445
12,13,"[0.5658257007598877, 0.3795643150806427, 0.3474832773208618, 0.3215820789337158, 0.3797512948513031, 0.31679487228393555, 0.3193376660346985, 0.33432868123054504, 0.42082077264785767, 0.5185514092445374]",0.73
12,14,"[0.7830191850662231, 0.7264332175254822, 0.7067058682441711, 0.6981050372123718, 0.6946346759796143, 0.6941344141960144, 0.6935368180274963, 0.6935144066810608, 0.693296492099762, 0.6933053135871887]",0.74
12,15,"[0.6073139309883118, 0.6497222185134888, 0.6815475225448608, 0.6868202686309814, 0.6916388869285583, 0.6921645402908325, 0.6925696134567261, 0.692514955997467, 0.6929835081100464, 0.6930025815963745]",0.77
12,16,"[0.7465041279792786, 0.7057437896728516, 0.6968855261802673, 0.6946132183074951, 0.6936687231063843, 0.6935350298881531, 0.6934611797332764, 0.6933125853538513, 0.693282961845398, 0.6932023763656616]",0.77
12,17,"[0.831531822681427, 0.7817685008049011, 0.8073883056640625, 0.7739359140396118, 0.7353222370147705, 0.7502481937408447, 0.7457436323165894, 0.7272640466690063, 0.7208064794540405, 0.719794511795044]",0.78
12,18,"[0.8334537148475647, 0.8232941627502441, 0.7491497993469238, 0.7575468420982361, 0.7282809615135193, 0.746832013130188, 0.7288511395454407, 0.7225877046585083, 0.7219942808151245, 0.7196320295333862]",0.765
12,19,"[0.6701120734214783, 0.689472496509552, 0.6918097734451294, 0.6924772262573242, 0.6928382515907288, 0.6928725242614746, 0.693077564239502, 0.6930190324783325, 0.6930818557739258, 0.6931108236312866]",0.795
12,20,"[0.916961669921875, 1.1644861698150635, 1.2274024486541748, 1.1583130359649658, 0.7520758509635925, 0.8669123649597168, 0.7211446166038513, 0.8633942604064941, 0.732442319393158, 1.1769211292266846]",0.785
12,21,"[0.6099172234535217, 0.6661730408668518, 0.6804543137550354, 0.6838688254356384, 0.6752866506576538, 0.37969154119491577, 0.4131609797477722, 0.43081989884376526, 0.3461206555366516, 0.6777551770210266]",0.77
12,22,"[0.9149762988090515, 0.7643963694572449, 0.7064305543899536, 0.6952437162399292, 0.6937916278839111, 0.6935980916023254, 0.6935495734214783, 0.6931707262992859, 0.6931734085083008, 0.6931673288345337]",0.48
12,23,"[0.6151852011680603, 0.33249711990356445, 0.6886972784996033, 0.3144032657146454, 0.691211462020874, 0.31487390398979187, 0.31401771306991577, 0.31360042095184326, 0.31338557600975037, 0.31398168206214905]",0.81
12,24,"[0.625978410243988, 0.646725594997406, 0.3984818160533905, 0.3311155438423157, 0.3263157904148102, 0.32075464725494385, 0.31968218088150024, 0.320253849029541, 0.3154376447200775, 0.31529077887535095]",0.87
12,25,"[0.8563783168792725, 0.8221708536148071, 0.7774461507797241, 0.7539656162261963, 0.7346372604370117, 0.7366515398025513, 0.7208124995231628, 0.7079083919525146, 0.7106611132621765, 0.7102929353713989]",0.825
12,26,"[0.7344663143157959, 0.7057218551635742, 0.7389376163482666, 0.6997625827789307, 0.9962191581726074, 0.9167211055755615, 0.8990715742111206, 1.2132601737976074, 1.1643805503845215, 1.1867198944091797]",0.785
13,2,"[0.9597345590591431, 0.8864659667015076, 0.8259083032608032, 0.8045894503593445, 0.769426703453064, 0.7669459581375122, 0.758612334728241, 0.74721360206604, 0.7401719093322754, 0.7390525341033936]",0.465
13,3,"[0.8901904821395874, 0.8504185080528259, 0.805605411529541, 0.7912065982818604, 0.7620456218719482, 0.7507550716400146, 0.7440144419670105, 0.7313153743743896, 0.7217410206794739, 0.7233223915100098]",0.47
13,4,"[0.4977732002735138, 0.5542649030685425, 0.5828874707221985, 0.5794185996055603, 0.5457248687744141, 0.5184379816055298, 0.4848363399505615, 0.4626801609992981, 0.4341837465763092, 0.38833871483802795]",0.605
13,5,"[0.5507642030715942, 0.6052941083908081, 0.6301924586296082, 0.642102062702179, 0.6522014737129211, 0.6594061851501465, 0.667087972164154, 0.6717454791069031, 0.6737028360366821, 0.6779948472976685]",0.45
13,6,"[0.8628586530685425, 0.7930355072021484, 0.7690572738647461, 0.75019371509552, 0.739969789981842, 0.7378233075141907, 0.7358912825584412, 0.7336739897727966, 0.7405157685279846, 0.7338240742683411]",0.525
13,7,"[0.8317005634307861, 0.7491151094436646, 0.7311984896659851, 0.723714292049408, 0.7134097814559937, 0.7101777791976929, 0.7055094838142395, 0.7068277597427368, 0.702678382396698, 0.6992321610450745]",0.45
13,8,"[0.8385919332504272, 0.7999537587165833, 0.7833611369132996, 0.7329142689704895, 0.7140650749206543, 0.7081274390220642, 0.7032685279846191, 0.7019744515419006, 0.6986417770385742, 0.697471022605896]",0.55
13,9,"[0.8054506778717041, 0.7664558291435242, 0.7464779615402222, 0.7343358397483826, 0.7397252917289734, 0.7386293411254883, 0.7435559630393982, 0.8352726697921753, 0.9565877318382263, 0.9244128465652466]",0.635
13,10,"[0.8265058398246765, 0.7774802446365356, 0.7443946599960327, 0.7250122427940369, 0.7066799998283386, 0.7041000723838806, 0.6986672878265381, 0.6977778077125549, 0.6966047286987305, 0.6949519515037537]",0.755
13,11,"[0.8083828091621399, 0.81580650806427, 1.2167961597442627, 1.271965503692627, 1.2654606103897095, 0.810479462146759, 1.1948037147521973, 0.6935800909996033, 0.6939912438392639, 0.792733907699585]",0.75
13,12,"[0.6300974488258362, 0.6601691842079163, 0.44738224148750305, 0.35546058416366577, 0.3331199884414673, 0.32814639806747437, 0.3164799213409424, 0.34351375699043274, 0.31720954179763794, 0.33199262619018555]",0.705
13,13,"[0.6452963352203369, 0.6612117886543274, 0.6617411375045776, 0.6575627326965332, 0.5993529558181763, 0.68390291929245, 0.6850060820579529, 0.6875696182250977, 0.6853849291801453, 0.5298922657966614]",0.51
13,14,"[0.6142643094062805, 0.60849928855896, 0.683044970035553, 0.6839136481285095, 0.6858656406402588, 0.6850952506065369, 0.4086393117904663, 0.3439156413078308, 0.33329543471336365, 0.3194660246372223]",0.74
13,15,"[0.7791780233383179, 0.7646843194961548, 0.7173610329627991, 0.7112380862236023, 0.6949812173843384, 0.6939750909805298, 0.6935699582099915, 0.6935780644416809, 0.6934241652488708, 0.6932516694068909]",0.735
13,16,"[0.6267935037612915, 0.6706956028938293, 0.6676441431045532, 0.6850225329399109, 0.6464478373527527, 0.6906187534332275, 0.6905049681663513, 0.6912021636962891, 0.6906256079673767, 0.677107036113739]",0.505
13,17,"[0.7645162343978882, 0.7690725326538086, 0.7094706892967224, 0.7307581901550293, 0.6992846727371216, 0.6947277784347534, 0.6936512589454651, 0.693515419960022, 0.6933102607727051, 0.693217933177948]",0.735
13,18,"[0.7975648045539856, 0.7086417078971863, 0.7048550248146057, 0.7127355933189392, 0.7385464310646057, 0.6951994895935059, 0.6950562596321106, 0.858603298664093, 0.6949748992919922, 0.6940393447875977]",0.75
13,19,"[0.6307448148727417, 0.6508153676986694, 0.6506022810935974, 0.6556837558746338, 0.6891388297080994, 0.34359678626060486, 0.3478269875049591, 0.3242102265357971, 0.3165176212787628, 0.31634292006492615]",0.74
13,20,"[0.6371245980262756, 0.6350010633468628, 0.6635440587997437, 0.6897010207176208, 0.6908614635467529, 0.6918576955795288, 0.6927421689033508, 0.6929201483726501, 0.6929767727851868, 0.6929936408996582]",0.795
13,21,"[0.6567227840423584, 0.6753103733062744, 0.6823832988739014, 0.685934841632843, 0.6566991209983826, 0.6897910833358765, 0.68928062915802, 0.6909098625183105, 0.6907802224159241, 0.6910295486450195]",0.485
13,22,"[0.7470613718032837, 0.7256302833557129, 0.7034627795219421, 0.7007274627685547, 0.7006744742393494, 0.7020303010940552, 0.6993041038513184, 0.69681316614151, 0.6962872743606567, 0.6956939697265625]",0.49
13,23,"[0.7319314479827881, 0.7198889851570129, 0.7033671140670776, 0.6970176696777344, 0.6958160400390625, 0.7087106108665466, 0.6950784921646118, 0.6935601234436035, 0.6936432123184204, 0.6937400102615356]",0.585
13,24,"[0.6490026116371155, 0.6546535491943359, 0.6869924664497375, 0.6891915202140808, 0.6897321939468384, 0.689680278301239, 0.6919891238212585, 0.6921220421791077, 0.6923803687095642, 0.6926634311676025]",0.48
13,25,"[0.7171754837036133, 0.6994649171829224, 0.6971341371536255, 0.6951247453689575, 0.6952536106109619, 0.6946717500686646, 0.6952242851257324, 0.6943655014038086, 0.6936478614807129, 0.6936812996864319]",0.755
13,26,"[0.7314649820327759, 0.7072170972824097, 0.699286162853241, 0.6961066722869873, 0.6966922879219055, 0.6945280432701111, 0.6936871409416199, 0.6934302449226379, 0.6933667063713074, 0.6933102607727051]",0.75
14,2,"[0.5615794062614441, 0.5917584896087646, 0.6132315397262573, 0.6328048706054688, 0.6262245178222656, 0.635932207107544, 0.6496291160583496, 0.6390184164047241, 0.6568294763565063, 0.6682502627372742]",0.5
14,3,"[0.5461441278457642, 0.5834717154502869, 0.6086779236793518, 0.6282795071601868, 0.639606237411499, 0.647235095500946, 0.6358981728553772, 0.6563525795936584, 0.6566290855407715, 0.6516330242156982]",0.52
14,4,"[0.8628520965576172, 0.8347085118293762, 0.8173807263374329, 0.7974181175231934, 0.9472852945327759, 1.1131749153137207, 1.1631263494491577, 1.180020809173584, 1.1816412210464478, 1.153896450996399]",0.75
14,5,"[0.5637787580490112, 0.60276198387146, 0.6267850995063782, 0.6495213508605957, 0.6448312997817993, 0.6493726968765259, 0.6621159911155701, 0.678253173828125, 0.6778305768966675, 0.6835761666297913]",0.615
14,6,"[0.5723210573196411, 0.6161998510360718, 0.6324281692504883, 0.6542971134185791, 0.6428797841072083, 0.5851238965988159, 0.5204482078552246, 0.4882121682167053, 0.417101114988327, 0.3893677592277527]",0.58
14,7,"[0.6094694137573242, 0.6432325839996338, 0.6510447859764099, 0.6739877462387085, 0.6861974000930786, 0.6891283988952637, 0.6907192468643188, 0.6917852759361267, 0.6922494769096375, 0.6922872066497803]",0.58
14,8,"[0.8483906984329224, 0.7948108911514282, 0.8265608549118042, 0.9202637672424316, 0.927672803401947, 0.7134479880332947, 1.0184431076049805, 1.0370980501174927, 1.1460468769073486, 1.084688425064087]",0.69
14,9,"[0.6246070861816406, 0.6536469459533691, 0.6737337708473206, 0.6775654554367065, 0.6841850280761719, 0.6860170960426331, 0.685621440410614, 0.6846547722816467, 0.6872934699058533, 0.6871644258499146]",0.45
14,10,"[0.857970654964447, 0.8124213218688965, 0.7987496256828308, 0.7657719850540161, 0.7694926261901855, 0.764991044998169, 0.759266197681427, 0.7776233553886414, 0.7253277897834778, 0.8093113303184509]",0.67
14,11,"[0.6087635159492493, 0.640575110912323, 0.6510318517684937, 0.6607432961463928, 0.6688915491104126, 0.6816664338111877, 0.675214409828186, 0.6735810041427612, 0.4615170657634735, 0.4410954415798187]",0.645
14,12,"[0.4975142478942871, 0.5620259642601013, 0.6071218848228455, 0.6324673891067505, 0.656208872795105, 0.6444186568260193, 0.6666440963745117, 0.679100751876831, 0.6846279501914978, 0.6797053217887878]",0.66
14,13,"[0.8257549405097961, 0.7900147438049316, 0.7502878308296204, 0.7275710701942444, 0.7197866439819336, 0.7629179954528809, 0.763522207736969, 0.7230120301246643, 0.7166562080383301, 0.7128285765647888]",0.81
14,14,"[0.7978326082229614, 0.772771954536438, 0.7800949811935425, 0.745294451713562, 0.7342568039894104, 0.7096556425094604, 0.6988752484321594, 0.6953766942024231, 0.6947680711746216, 0.6952895522117615]",0.715
14,15,"[0.7679461240768433, 0.7360935211181641, 0.7398379445075989, 0.7440565228462219, 0.7103660106658936, 0.7206258177757263, 0.7039710879325867, 0.7022097706794739, 0.6966663599014282, 0.6948578953742981]",0.565
14,16,"[0.7583439350128174, 0.7374358177185059, 0.7184908390045166, 0.7003511190414429, 0.6964169144630432, 0.6951950788497925, 0.6943259835243225, 0.6936498880386353, 0.6934484839439392, 0.6933344006538391]",0.78
14,17,"[0.7588674426078796, 0.7218631505966187, 0.7121894955635071, 0.7099629044532776, 0.706234872341156, 0.7035980820655823, 1.2513365745544434, 0.6968598365783691, 1.2145781517028809, 0.9267402291297913]",0.555
14,18,"[0.6325762271881104, 0.6521635055541992, 0.6686536073684692, 0.6879385113716125, 0.6919536590576172, 0.4582371115684509, 0.6863643527030945, 0.6735072731971741, 0.31884241104125977, 0.3220917880535126]",0.795
14,19,"[0.884952962398529, 1.2374809980392456, 1.2903374433517456, 1.297345757484436, 1.3049598932266235, 1.3049298524856567, 1.3110229969024658, 0.6940086483955383, 0.9933738708496094, 0.6935037970542908]",0.535
14,20,"[0.5799392461776733, 0.6244338154792786, 0.6522147059440613, 0.6656281352043152, 0.6719056367874146, 0.6814098954200745, 0.6835120320320129, 0.6888028383255005, 0.6907313466072083, 0.6909835338592529]",0.835
14,21,"[0.6641175150871277, 0.6792917847633362, 0.6864627599716187, 0.6878541707992554, 0.6906797289848328, 0.6915623545646667, 0.6908828616142273, 0.6889742016792297, 0.6915796399116516, 0.6912911534309387]",0.455
14,22,"[0.6439697742462158, 0.5656654238700867, 0.45870131254196167, 0.3813629448413849, 0.34760671854019165, 0.3269632160663605, 0.3187454342842102, 0.31601133942604065, 0.3185691237449646, 0.3144216239452362]",0.755
14,23,"[0.6541811227798462, 0.6714488863945007, 0.3562355935573578, 0.6898952126502991, 0.3212569057941437, 0.6292266249656677, 0.31907498836517334, 0.3179715871810913, 0.3161970376968384, 0.31473782658576965]",0.74
14,24,"[0.5922603607177734, 0.3695032596588135, 0.3448595106601715, 0.3179053068161011, 0.31819412112236023, 0.6903660893440247, 0.31518474221229553, 0.31821173429489136, 0.31430235505104065, 0.3137407600879669]",0.77
14,25,"[0.6399027705192566, 0.6495081782341003, 0.6757450103759766, 0.6489225029945374, 0.686707079410553, 0.685335636138916, 0.6757262349128723, 0.5763151049613953, 0.6901392936706543, 0.6905991435050964]",0.5
14,26,"[0.5859183669090271, 0.41884616017341614, 0.4614906907081604, 0.489404559135437, 0.4231390953063965, 0.6929150819778442, 0.6930007338523865, 0.6929016709327698, 0.6930186748504639, 0.6930544376373291]",0.54
15,2,"[0.5795021653175354, 0.5758520364761353, 0.606525719165802, 0.6141906976699829, 0.6214627623558044, 0.6359115839004517, 0.6365505456924438, 0.6427185535430908, 0.6566548347473145, 0.6472672820091248]",0.495
15,3,"[0.8366442918777466, 0.8062623739242554, 0.7797531485557556, 0.7803404927253723, 0.7587469816207886, 0.751046359539032, 0.7554030418395996, 0.7429788708686829, 0.7411080598831177, 0.745347797870636]",0.525
15,4,"[0.5627748370170593, 0.6102467179298401, 0.625840961933136, 0.6355539560317993, 0.6474453806877136, 0.6572378277778625, 0.6589197516441345, 0.6596475839614868, 0.6602901220321655, 0.6698344349861145]",0.535
15,5,"[0.5312411189079285, 0.5778884887695312, 0.6144750118255615, 0.6266018748283386, 0.6341129541397095, 0.643762469291687, 0.6480487585067749, 0.6578110456466675, 0.6598386764526367, 0.6631675362586975]",0.52
15,6,"[0.5648024082183838, 0.6210893988609314, 0.6425299644470215, 0.6489914059638977, 0.6541637182235718, 0.6644935607910156, 0.6695951819419861, 0.6749557852745056, 0.6743499040603638, 0.6793709397315979]",0.47
15,7,"[0.8542553186416626, 0.7800770998001099, 0.7665256261825562, 0.7419784665107727, 0.7369992733001709, 0.7335253357887268, 0.7336345911026001, 0.7248310446739197, 0.7224732637405396, 0.7265819907188416]",0.53
15,8,"[0.5087124109268188, 0.5584284067153931, 0.6053871512413025, 0.6076477766036987, 0.6191798448562622, 0.6516092419624329, 0.657920241355896, 0.6646236777305603, 0.6669346690177917, 0.6736267805099487]",0.5
15,9,"[0.8346046209335327, 0.7718833088874817, 0.757303774356842, 0.7726147174835205, 0.7882130146026611, 0.8775320053100586, 1.0227036476135254, 0.9419543743133545, 1.0734493732452393, 0.7023930549621582]",0.51
15,10,"[0.7889643907546997, 0.7433984875679016, 0.7327535152435303, 0.7214578986167908, 0.7348034977912903, 0.7399498820304871, 0.7324667572975159, 0.6998283863067627, 0.6987690925598145, 0.6980647444725037]",0.59
15,11,"[0.6095831990242004, 0.6444371938705444, 0.6581355333328247, 0.6583012342453003, 0.6697227358818054, 0.6798418760299683, 0.6811710596084595, 0.6844990253448486, 0.6885935068130493, 0.6895766854286194]",0.56
15,12,"[0.6321358680725098, 0.6615954637527466, 0.669659435749054, 0.6737502813339233, 0.6740942597389221, 0.6787780523300171, 0.6730592250823975, 0.6712121963500977, 0.4557151794433594, 0.397503137588501]",0.635
15,13,"[0.5370676517486572, 0.5916555523872375, 0.6049007773399353, 0.6303947567939758, 0.6360196471214294, 0.6430917382240295, 0.6470282673835754, 0.6627189517021179, 0.662932276725769, 0.6751586198806763]",0.765
15,14,"[0.7966379523277283, 0.7593295574188232, 0.7260143756866455, 0.7186427116394043, 0.7218400239944458, 0.7182435989379883, 0.7068500518798828, 0.7030958533287048, 0.6986550688743591, 0.7021909952163696]",0.755
15,15,"[0.7685281038284302, 0.7348008155822754, 0.7064185738563538, 0.7004366517066956, 0.6970008015632629, 0.6946533918380737, 0.6938575506210327, 0.6938559412956238, 0.6938124299049377, 0.6934949159622192]",0.75
15,16,"[0.7537813782691956, 0.7410874962806702, 1.1779987812042236, 1.2637739181518555, 1.2644330263137817, 1.284001111984253, 1.2864596843719482, 1.2845923900604248, 1.2676702737808228, 1.2343220710754395]",0.745
15,17,"[0.629944920539856, 0.6596576571464539, 0.6770665645599365, 0.40616437792778015, 0.3984866142272949, 0.3422302007675171, 0.36468878388404846, 0.33483925461769104, 0.3206236660480499, 0.3159824013710022]",0.74
15,18,"[0.6368502378463745, 0.6626378893852234, 0.664272665977478, 0.6698412299156189, 0.6650319695472717, 0.49853235483169556, 0.6875379681587219, 0.6900187730789185, 0.6882996559143066, 0.6894993185997009]",0.475
15,19,"[0.7935662269592285, 0.727189838886261, 0.7077028751373291, 0.7099305987358093, 0.8380680084228516, 0.7571554780006409, 0.6976103782653809, 0.7433238625526428, 0.706480085849762, 0.7045523524284363]",0.72
15,20,"[0.6680576205253601, 0.6721855401992798, 0.6805282831192017, 0.6841482520103455, 0.6867297887802124, 0.6883370280265808, 0.6844934225082397, 0.6874582171440125, 0.6891973614692688, 0.6871287226676941]",0.5
15,21,"[0.7205996513366699, 0.703881025314331, 0.6991167664527893, 0.6977373361587524, 0.6958044171333313, 0.6952411532402039, 0.6950743198394775, 0.6946443915367126, 0.6941936016082764, 0.6939079165458679]",0.455
15,22,"[0.6536760330200195, 0.6659353375434875, 0.6784986853599548, 0.6686007976531982, 0.6184215545654297, 0.6825807690620422, 0.6798356175422668, 0.6803348660469055, 0.6438565254211426, 0.6865553855895996]",0.52
15,23,"[0.6180442571640015, 0.6787450313568115, 0.6744350790977478, 0.6887300610542297, 0.6870378851890564, 0.339999258518219, 0.31754037737846375, 0.31497204303741455, 0.31469160318374634, 0.313990980386734]",0.705
15,24,"[0.7436628937721252, 0.7161531448364258, 0.7127202749252319, 0.7168812155723572, 0.7043083310127258, 0.7027051448822021, 0.703788161277771, 0.7125018239021301, 0.694248378276825, 0.6949387788772583]",0.47
15,25,"[0.7290750741958618, 0.7032700777053833, 0.7011170983314514, 0.697188675403595, 0.6978003978729248, 0.6956061720848083, 0.6954965591430664, 0.6943957209587097, 0.6955559849739075, 0.693793535232544]",0.795
15,26,"[0.7542910575866699, 0.7142332196235657, 0.7513042092323303, 0.7035521268844604, 0.7154099941253662, 0.6988503336906433, 0.6975260376930237, 0.6982554793357849, 0.6961479783058167, 0.6961007118225098]",0.46
16,2,"[0.8831685781478882, 0.8389530181884766, 0.7927931547164917, 0.7784490585327148, 0.7692323923110962, 0.7521883845329285, 0.7408117055892944, 0.7410615682601929, 0.732296884059906, 0.7322036623954773]",0.47
16,3,"[0.8283209800720215, 0.8184007406234741, 0.7984920740127563, 0.8203890323638916, 0.7899354100227356, 0.7970923185348511, 0.7850342392921448, 0.8067387342453003, 0.7869391441345215, 0.7573314309120178]",0.5
16,4,"[0.5255964994430542, 0.5780423283576965, 0.6074081063270569, 0.6193892955780029, 0.6308386325836182, 0.6445724964141846, 0.6466966271400452, 0.6473116874694824, 0.6466991305351257, 0.6470252871513367]",0.535
16,5,"[0.5673856139183044, 0.6194643974304199, 0.6472649574279785, 0.6633952856063843, 0.6666712164878845, 0.667805016040802, 0.6698755025863647, 0.6793432831764221, 0.6779251098632812, 0.681117594242096]",0.46
16,6,"[0.5835916996002197, 0.6209776997566223, 0.6340899467468262, 0.647266149520874, 0.6594435572624207, 0.6661383509635925, 0.6631121635437012, 0.6638921499252319, 0.6733262538909912, 0.6722921133041382]",0.475
16,7,"[0.5562596917152405, 0.6316107511520386, 0.6531662940979004, 0.6632460951805115, 0.6613845229148865, 0.673656702041626, 0.6728243231773376, 0.6726115942001343, 0.6798183917999268, 0.6804196238517761]",0.485
16,8,"[0.7700902223587036, 0.7354466319084167, 0.7246034145355225, 0.7169373631477356, 0.7111282348632812, 0.7072789072990417, 0.7043415904045105, 0.7038877606391907, 0.7068380117416382, 0.704662561416626]",0.485
16,9,"[0.630088210105896, 0.6619126796722412, 0.6726235747337341, 0.6779683828353882, 0.6817595958709717, 0.6868056654930115, 0.6883032917976379, 0.6884950399398804, 0.690144419670105, 0.6902362704277039]",0.405
16,10,"[0.6138894557952881, 0.6274680495262146, 0.6335442066192627, 0.6340786814689636, 0.6168484091758728, 0.6698874235153198, 0.647381603717804, 0.3581303060054779, 0.3392733633518219, 0.32525402307510376]",0.74
16,11,"[0.6053310632705688, 0.6424884796142578, 0.6482043862342834, 0.6457153558731079, 0.5859562754631042, 0.5265273451805115, 0.6849583983421326, 0.6864242553710938, 0.6856166124343872, 0.6877779364585876]",0.49
16,12,"[0.6021355390548706, 0.6428945064544678, 0.6494925022125244, 0.658223569393158, 0.4208548963069916, 0.6866743564605713, 0.6880501508712769, 0.6889035105705261, 0.6876497268676758, 0.6877186894416809]",0.52
16,13,"[0.826149582862854, 0.7957765460014343, 0.7715890407562256, 0.7674246430397034, 0.7672115564346313, 0.7527883648872375, 0.7162511348724365, 0.7328606843948364, 0.7420533895492554, 0.7184938788414001]",0.65
16,14,"[0.6231492757797241, 0.6449471116065979, 0.6675022840499878, 0.6712999939918518, 0.6800254583358765, 0.43830329179763794, 0.3456035554409027, 0.34909945726394653, 0.689593493938446, 0.33431774377822876]",0.74
16,15,"[0.7723411917686462, 0.7373179197311401, 0.7332908511161804, 0.7061426043510437, 0.6969307065010071, 0.695522665977478, 0.6939728260040283, 0.693426251411438, 0.6935381889343262, 0.6932381391525269]",0.725
16,16,"[0.6434298753738403, 0.6647437810897827, 0.6671887636184692, 0.6751605868339539, 0.6835265159606934, 0.6823526620864868, 0.680692195892334, 0.6879637241363525, 0.6878129243850708, 0.6882814764976501]",0.475
16,17,"[0.5707718133926392, 0.49703097343444824, 0.45649009943008423, 0.4610688090324402, 0.4964044690132141, 0.38871222734451294, 0.3208484947681427, 0.31879231333732605, 0.3170144557952881, 0.3155879080295563]",0.735
16,18,"[0.7423814535140991, 0.7218853831291199, 0.7161863446235657, 0.7172114849090576, 0.7053298950195312, 0.7100422978401184, 0.7523048520088196, 0.8683814406394958, 0.8483368754386902, 0.700753390789032]",0.51
16,19,"[0.7690150737762451, 0.7627079486846924, 0.727337121963501, 0.7092680931091309, 0.7035793662071228, 0.6998205184936523, 0.6949147582054138, 0.693791389465332, 0.6935768127441406, 0.6935619711875916]",0.725
16,20,"[0.612910270690918, 0.6014458537101746, 0.47134050726890564, 0.676949679851532, 0.68052738904953, 0.3229271173477173, 0.31922727823257446, 0.31609562039375305, 0.3172890543937683, 0.31486234068870544]",0.735
16,21,"[0.8110142350196838, 0.8881345987319946, 0.7079411149024963, 0.7482420802116394, 0.7064874768257141, 0.9778503179550171, 0.7008046507835388, 0.7005431056022644, 0.6970678567886353, 0.6992782950401306]",0.725
16,22,"[0.7498731017112732, 0.7660275101661682, 0.7036908864974976, 0.6962832808494568, 0.942031979560852, 0.9920870065689087, 0.6939464807510376, 0.6938151121139526, 0.7052971720695496, 0.7434452176094055]",0.735
16,23,"[0.7359329462051392, 0.730972945690155, 0.7233010530471802, 0.7086110711097717, 0.6999951004981995, 0.6944285035133362, 0.7001966834068298, 0.6959883570671082, 0.6955246329307556, 0.6946060657501221]",0.765
16,24,"[0.7367720603942871, 0.718967854976654, 0.7190217971801758, 0.707111120223999, 0.6995046138763428, 0.6998735070228577, 0.6979652047157288, 0.7186558246612549, 0.7172331809997559, 0.6961799263954163]",0.53
16,25,"[0.7429910898208618, 0.7211978435516357, 0.7015633583068848, 0.6999267339706421, 0.7042583227157593, 0.8006702065467834, 0.6970005035400391, 0.6960318684577942, 0.7139586210250854, 0.6952350735664368]",0.49
16,26,"[0.5248328447341919, 0.5914982557296753, 0.6313356161117554, 0.6616134643554688, 0.6803476214408875, 0.6885859370231628, 0.690572202205658, 0.6894952058792114, 0.6902788877487183, 0.6920337677001953]",0.765
17,2,"[0.8503308296203613, 0.8301460146903992, 0.8049514889717102, 0.7740421891212463, 0.7751983404159546, 0.7614393830299377, 0.7532121539115906, 0.7482249736785889, 0.751635730266571, 0.7289605736732483]",0.525
17,3,"[0.5206605195999146, 0.5580546855926514, 0.6017922759056091, 0.6398680806159973, 0.6400026679039001, 0.660480797290802, 0.6621225476264954, 0.6744633316993713, 0.6774099469184875, 0.6780379414558411]",0.44
17,4,"[0.5010083913803101, 0.5547733902931213, 0.5968936681747437, 0.6128619909286499, 0.6231475472450256, 0.6306678652763367, 0.6454198360443115, 0.6433055996894836, 0.6497111916542053, 0.6322349309921265]",0.53
17,5,"[0.5826212167739868, 0.6108013391494751, 0.61944580078125, 0.6370599269866943, 0.6329486966133118, 0.6380874514579773, 0.6446520686149597, 0.6540971398353577, 0.6513485312461853, 0.6443433165550232]",0.49
17,6,"[0.5767912268638611, 0.6327181458473206, 0.6500463485717773, 0.6613115668296814, 0.6777650713920593, 0.682692289352417, 0.6810450553894043, 0.6863606572151184, 0.6867460012435913, 0.6849908232688904]",0.605
17,7,"[0.8346519470214844, 0.7637253999710083, 0.7485583424568176, 0.7361539006233215, 0.7429272532463074, 0.7266716957092285, 0.7170106768608093, 0.7183771133422852, 0.7162113189697266, 0.7171303629875183]",0.515
17,8,"[0.5904289484024048, 0.6309604048728943, 0.6485911011695862, 0.6574215888977051, 0.6690967082977295, 0.6685489416122437, 0.6708362698554993, 0.6608948111534119, 0.6339441537857056, 0.6220342516899109]",0.52
17,9,"[0.6390606164932251, 0.6637141704559326, 0.6799876093864441, 0.6818366050720215, 0.686899721622467, 0.686119019985199, 0.6897030472755432, 0.6902735829353333, 0.6913087964057922, 0.6923491358757019]",0.51
