Sequence Length,Hidden Size,Loss Vector,Accuracy
6000,16,"[0.32165130972862244, 0.3146084249019623, 0.3137527108192444, 0.3136261999607086, 0.31345334649086, 0.31343725323677063, 0.31343305110931396, 0.3133656978607178, 0.31330713629722595, 0.3132956326007843]",1.0
6000,18,"[0.7007413506507874, 0.6945717930793762, 0.6937983632087708, 0.6935195326805115, 0.6933790445327759, 0.6932353377342224, 0.6932353377342224, 0.6932387948036194, 0.6931796073913574, 0.6931800246238708]",1.0
6000,20,"[0.3232915997505188, 0.3146730661392212, 0.6899030208587646, 0.6875634789466858, 0.31410732865333557, 0.31363239884376526, 0.31359371542930603, 0.3135252296924591, 0.3137279748916626, 0.31341275572776794]",1.0
6000,22,"[0.5537013411521912, 0.5253028869628906, 0.4729856252670288, 0.49100643396377563, 0.4237934350967407, 0.385022908449173, 0.39123573899269104, 0.4059453308582306, 0.38216572999954224, 0.3729909360408783]",0.835
6000,24,"[0.3218625783920288, 0.31883755326271057, 0.3150501847267151, 0.31885409355163574, 0.33762678503990173, 0.32076120376586914, 0.31861594319343567, 0.31371575593948364, 0.3134751319885254, 0.31330645084381104]",1.0
8000,2,"[0.8687994480133057, 0.8065462708473206, 0.7727980017662048, 0.735851526260376, 0.7327154874801636, 0.7205577492713928, 0.7048267722129822, 0.7035847902297974, 0.70272296667099, 0.6964312195777893]",0.92
8000,4,"[0.39161625504493713, 0.3603220283985138, 0.33267784118652344, 0.3446192443370819, 0.3591901361942291, 0.3204164505004883, 0.3208526372909546, 0.31647592782974243, 0.3145603835582733, 0.3134387135505676]",1.0
8000,6,"[0.7763573527336121, 0.7102605104446411, 0.7014485001564026, 0.6968644261360168, 0.694922685623169, 0.6941792964935303, 0.6935396790504456, 0.6936917901039124, 0.693556010723114, 0.6934365034103394]",1.0
8000,8,"[0.35826969146728516, 0.3264003396034241, 0.3178771138191223, 0.3141932785511017, 0.3141061067581177, 0.31373849511146545, 0.3134787082672119, 0.3134267032146454, 0.31349533796310425, 0.3133007884025574]",1.0
8000,10,"[0.7176876068115234, 0.7044697999954224, 0.697434663772583, 0.695145845413208, 0.6939534544944763, 0.6939632296562195, 0.6936376690864563, 0.6934294700622559, 0.6934034824371338, 0.6932793259620667]",1.0
8000,12,"[0.7086536884307861, 0.6956564784049988, 0.6944313645362854, 0.6938148140907288, 0.6934993863105774, 0.6934101581573486, 0.6933849453926086, 0.7408880591392517, 0.712051272392273, 0.6931984424591064]",0.995
8000,14,"[0.31926679611206055, 0.3148473799228668, 0.31444627046585083, 0.3137721121311188, 0.31348028779029846, 0.31341665983200073, 0.3133838176727295, 0.3133263885974884, 0.3132988512516022, 0.31331393122673035]",0.995
8000,16,"[1.294242024421692, 0.6960097551345825, 0.6951152682304382, 0.6941249370574951, 0.6959185004234314, 0.6954604387283325, 0.6940799355506897, 0.693808913230896, 0.6933428645133972, 0.6932653784751892]",1.0
8000,18,"[0.6984754800796509, 0.748469352722168, 0.693803071975708, 0.6939608454704285, 0.693373441696167, 0.6933439373970032, 0.6932905912399292, 0.6932170987129211, 0.6932225227355957, 0.6931775808334351]",1.0
8000,20,"[0.7028340101242065, 0.6958975195884705, 0.693902850151062, 0.6936264038085938, 0.6934154629707336, 0.6933081150054932, 0.6932973861694336, 0.6932069659233093, 0.6931982636451721, 0.6931707262992859]",1.0
8000,22,"[0.3179049491882324, 0.31399595737457275, 0.3135336935520172, 0.3134596347808838, 0.3133532404899597, 0.31336987018585205, 0.3133069574832916, 0.31330469250679016, 0.3132803738117218, 0.3132776916027069]",1.0
8000,24,"[0.3453252613544464, 0.3160422742366791, 0.3137071430683136, 0.31366559863090515, 0.3134434223175049, 0.31335827708244324, 0.3133261501789093, 0.4172797203063965, 0.6928231716156006, 0.6928524971008301]",0.55
