Sequence Length,Hidden Size,Loss Vector,Accuracy
6000,16,"[0.7135882377624512, 0.6981386542320251, 0.6946704983711243, 0.694006085395813, 0.6937623620033264, 0.6935927271842957, 0.6934533715248108, 0.6932638883590698, 0.6931855082511902, 0.6931697726249695]",1.0
6000,18,"[0.7006807923316956, 0.695358157157898, 0.6940248012542725, 0.6936542391777039, 0.6933481097221375, 0.6933049559593201, 0.6931834816932678, 0.6931920647621155, 0.6931613087654114, 0.6931549310684204]",0.985
6000,20,"[0.32154586911201477, 0.3151646554470062, 0.3141176998615265, 0.31353265047073364, 0.3135291635990143, 0.3134172856807709, 0.3133087158203125, 0.3134726881980896, 0.31348490715026855, 0.3133067786693573]",1.0
6000,22,"[0.31623944640159607, 0.31413137912750244, 0.3134959638118744, 0.3134501278400421, 0.31349143385887146, 0.315466970205307, 0.3173382580280304, 0.33064690232276917, 0.31444138288497925, 0.3142068684101105]",0.925
6000,24,"[0.6975114345550537, 0.6940964460372925, 0.6935276389122009, 0.6934678554534912, 0.6946878433227539, 0.6932938694953918, 0.6932542324066162, 0.6931949257850647, 0.6931845545768738, 0.6931670308113098]",0.95
8000,2,"[0.9367981553077698, 0.8850228786468506, 0.7887725234031677, 0.7245241403579712, 0.705705463886261, 0.7018457055091858, 0.7000171542167664, 0.6971395015716553, 0.6972100138664246, 0.695188045501709]",0.955
8000,4,"[0.9062837362289429, 0.8616385459899902, 0.7628095149993896, 0.7233521342277527, 0.7051649689674377, 0.701337993144989, 0.6977888941764832, 0.6956138610839844, 0.6966593861579895, 0.6947885751724243]",1.0
8000,6,"[0.8139643669128418, 0.7127042412757874, 0.7032842040061951, 0.6994777321815491, 0.696313738822937, 0.6941308379173279, 0.6942787766456604, 0.6939175724983215, 0.6934173107147217, 0.6935160756111145]",1.0
8000,8,"[0.36392083764076233, 0.32249096035957336, 0.31756746768951416, 0.31580525636672974, 0.31377196311950684, 0.31364870071411133, 0.3136672377586365, 0.3134969174861908, 0.3133324980735779, 0.31339219212532043]",1.0
8000,10,"[0.7401611804962158, 0.7032655477523804, 0.6960609555244446, 0.694797933101654, 0.6942651867866516, 0.6936390995979309, 0.6934671998023987, 0.693335771560669, 0.6933481097221375, 0.6931952834129333]",1.0
8000,12,"[0.7074912190437317, 0.6961207389831543, 0.6945539116859436, 0.6936419606208801, 0.6936521530151367, 0.6932719349861145, 0.6940772533416748, 0.6934064030647278, 0.6936107277870178, 0.6931992173194885]",1.0
8000,14,"[0.32456058263778687, 0.3152596354484558, 0.31433239579200745, 0.3140243589878082, 0.31380391120910645, 0.3135557174682617, 0.31336238980293274, 0.3133167326450348, 0.3132908344268799, 0.3132900595664978]",1.0
8000,16,"[0.33057573437690735, 0.31515151262283325, 0.3141125440597534, 0.31383562088012695, 0.3134744465351105, 0.3134498596191406, 0.31332945823669434, 0.31333494186401367, 0.31331098079681396, 0.3132939040660858]",1.0
8000,18,"[0.7085472345352173, 0.6953341960906982, 0.6945784687995911, 0.6946665048599243, 0.6935664415359497, 0.6933634877204895, 0.6933164596557617, 0.6932144165039062, 0.6932122111320496, 0.6931783556938171]",1.0
8000,20,"[0.6987854242324829, 0.694559633731842, 0.6934345960617065, 0.6934434771537781, 0.6932865381240845, 0.6932337880134583, 0.6932272911071777, 0.6931890249252319, 0.6931741833686829, 0.6931654214859009]",1.0
8000,22,"[0.3770937919616699, 0.3307332992553711, 0.3219645321369171, 0.31400778889656067, 0.3137410283088684, 0.3134445548057556, 0.31339383125305176, 0.3133269250392914, 0.31334564089775085, 0.3132970333099365]",1.0
8000,24,"[0.3162461519241333, 0.3144545257091522, 0.31373319029808044, 0.31349116563796997, 0.3133445978164673, 0.3133324086666107, 0.6930878162384033, 0.6931266188621521, 0.6931391954421997, 0.6931426525115967]",0.405
